index:0 	label:0.0 	priority:-277.76718307285756
index:1021 	label:0.0 	priority:-1434.3211142083883
index:1022 	label:0.0 	priority:-477.76430337044974
index:1023 	label:0.0 	priority:-195.81975957129387
index:1024 	label:0.0 	priority:-921.0399049274797
index:1025 	label:0.0 	priority:-51.95776574341256
index:1026 	label:0.0 	priority:-486.5173126714487
index:1027 	label:0.0 	priority:-395.97530194823776
index:1028 	label:0.0 	priority:-538.6844880976963
index:1029 	label:0.0 	priority:-1351.3656350629346
index:1030 	label:0.0 	priority:-1617.6131759335894
index:1031 	label:0.0 	priority:-1166.3059466991429
index:1032 	label:0.0 	priority:-525.6125671315963
index:1033 	label:0.0 	priority:-1602.2978218832945
index:1034 	label:0.0 	priority:-441.64100881900674
index:1035 	label:0.0 	priority:-939.8539734578189
index:1036 	label:0.0 	priority:-1051.480475493621
index:1037 	label:0.0 	priority:-1110.300652613096
index:1038 	label:0.0 	priority:-1458.0426735355923
index:1039 	label:0.0 	priority:-515.2269093507622
index:1040 	label:0.0 	priority:-23.608274051290337
index:1041 	label:0.0 	priority:-649.472071792657
index:1042 	label:0.0 	priority:-954.6898107165069
index:1043 	label:0.0 	priority:-139.8440340229306
index:1044 	label:0.0 	priority:-541.2057949880566
index:1045 	label:0.0 	priority:-51.95776574341256
index:1046 	label:0.0 	priority:-1110.0605268227973
index:1047 	label:0.0 	priority:-655.0335912270226
index:1048 	label:0.0 	priority:-181.908406661552
index:1049 	label:0.0 	priority:-133.97059662995903
index:1050 	label:0.0 	priority:-103.91553148682512
index:1051 	label:0.0 	priority:-305.1387757540271
index:1052 	label:0.0 	priority:-57.44032200795535
index:1053 	label:0.0 	priority:-75.56603979470289
index:1054 	label:0.0 	priority:-970.6866787006725
index:1055 	label:0.0 	priority:-149.26547852378945
index:1056 	label:0.0 	priority:-961.303101160446
index:1057 	label:0.0 	priority:-680.8844119806305
index:1058 	label:0.0 	priority:-707.0703201402581
index:1059 	label:0.0 	priority:-1009.3578220428591
index:1060 	label:0.0 	priority:-1433.5613709732236
index:1061 	label:0.0 	priority:-207.83106297365023
index:1062 	label:0.0 	priority:-265.2713849816056
index:1063 	label:0.0 	priority:-454.04600297134965
index:1064 	label:0.0 	priority:-599.1989007816376
index:1065 	label:0.0 	priority:-279.15989288232083
index:1066 	label:0.0 	priority:-505.4605888556012
index:1067 	label:0.0 	priority:-900.622541490139
index:1068 	label:0.0 	priority:-135.37697062307421
index:1069 	label:0.0 	priority:-189.78112310361485
index:1070 	label:0.0 	priority:-181.85218010194396
index:1071 	label:0.0 	priority:-593.1635579658811
index:1072 	label:0.0 	priority:-281.41696350540565
index:1073 	label:0.0 	priority:-302.4040525255717
index:1074 	label:0.0 	priority:-57.44032200795535
index:1075 	label:0.0 	priority:-984.8269403044227
index:1076 	label:0.0 	priority:-395.16579934013697
index:1077 	label:0.0 	priority:-934.9240235476215
index:1078 	label:0.0 	priority:-266.71126660486294
index:1079 	label:0.0 	priority:-223.8936040656504
index:1080 	label:0.0 	priority:-265.2713849816056
index:1081 	label:0.0 	priority:-57.44032200795535
index:1082 	label:0.0 	priority:-310.83333840775487
index:1083 	label:0.0 	priority:-771.2260547480985
index:1084 	label:0.0 	priority:-109.39808775136791
index:1085 	label:0.0 	priority:-57.44032200795535
index:1086 	label:0.0 	priority:-1374.4045391591355
index:1087 	label:0.0 	priority:-1349.1070250271232
index:1088 	label:0.0 	priority:-57.44032200795535
index:1089 	label:0.0 	priority:-161.3558534947805
index:1090 	label:0.0 	priority:-201.223244267202
index:1091 	label:0.0 	priority:-51.95776574341256
index:1092 	label:0.0 	priority:-57.44032200795535
index:1093 	label:0.0 	priority:-123.28659565208316
index:1094 	label:0.0 	priority:-512.3679532281881
index:1095 	label:0.0 	priority:-177.50143201858054
index:1096 	label:0.0 	priority:-161.3558534947805
index:1097 	label:0.0 	priority:-57.44032200795535
index:1098 	label:0.0 	priority:-500.34344175530896
index:1099 	label:0.0 	priority:-1083.8356400455175
index:1100 	label:0.0 	priority:-57.44032200795535
index:1101 	label:0.0 	priority:-868.8688342652667
index:1102 	label:0.0 	priority:-1376.8807922004328
index:1103 	label:0.0 	priority:-769.255817324859
index:1104 	label:0.0 	priority:-203.48031489028682
index:1105 	label:0.0 	priority:-1214.3996762637469
index:1106 	label:0.0 	priority:-523.3192493706734
index:1107 	label:0.0 	priority:-1712.2643586662502
index:1108 	label:0.0 	priority:-155.87329723023768
index:1109 	label:0.0 	priority:-1023.3825612879214
index:1110 	label:0.0 	priority:-103.91553148682512
index:1111 	label:0.0 	priority:-473.10246355549515
index:1112 	label:0.0 	priority:-623.4931889209507
index:1113 	label:0.0 	priority:-1218.3012609982281
index:1114 	label:0.0 	priority:-786.2889240389885
index:1115 	label:0.0 	priority:-123.28659565208316
index:1116 	label:0.0 	priority:-862.7856910308501
index:1117 	label:0.0 	priority:-285.84991622946774
index:1118 	label:0.0 	priority:-291.25026785331187
index:1119 	label:0.0 	priority:-536.6293110027643
index:1120 	label:0.0 	priority:-1034.8045667848878
index:1121 	label:0.0 	priority:-363.7043602038879
index:1122 	label:0.0 	priority:-1377.0694394795835
index:1123 	label:0.0 	priority:-447.1235650911763
index:1124 	label:0.0 	priority:-317.22915072501814
index:1125 	label:0.0 	priority:-633.8845532137691
index:1126 	label:0.0 	priority:-840.5484000956916
index:1127 	label:0.0 	priority:-129.8944143585314
index:1128 	label:0.0 	priority:-395.16579934013697
index:1129 	label:0.0 	priority:-1398.231742707221
index:1130 	label:0.0 	priority:-365.52730961359276
index:1131 	label:0.0 	priority:-1350.9019093287266
index:1132 	label:0.0 	priority:-1356.4888794625494
index:1133 	label:0.0 	priority:-187.33473636648677
index:1134 	label:0.0 	priority:-57.44032200795535
index:1135 	label:0.0 	priority:-123.79870448492888
index:1136 	label:0.0 	priority:-992.6936469620736
index:1137 	label:0.0 	priority:-83.41920487966163
index:1138 	label:0.0 	priority:-1331.8454643448204
index:1139 	label:0.0 	priority:-1211.0590388495325
index:1140 	label:0.0 	priority:-265.2713849816056
index:1141 	label:0.0 	priority:-945.6523933775659
index:1142 	label:0.0 	priority:-1346.849701482621
index:1143 	label:0.0 	priority:-1315.3919925758107
index:1144 	label:0.0 	priority:-1442.053054704289
index:1145 	label:0.0 	priority:-863.7614667949836
index:1146 	label:0.0 	priority:-161.3558534947805
index:1147 	label:0.0 	priority:-1325.1122826235512
index:1148 	label:0.0 	priority:-1507.4570614198406
index:1149 	label:0.0 	priority:-369.32123622011636
index:1150 	label:0.0 	priority:-83.41920487966163
index:1151 	label:0.0 	priority:-645.7068734449618
index:1152 	label:0.0 	priority:-789.7521439320225
index:1153 	label:0.0 	priority:-51.95776574341256
index:1154 	label:0.0 	priority:-1483.1688776603587
index:1155 	label:0.0 	priority:-318.03865333311893
index:1156 	label:0.0 	priority:-1073.999782666465
index:1157 	label:0.0 	priority:-369.1869164684307
index:1158 	label:0.0 	priority:-213.31361923819304
index:1159 	label:0.0 	priority:-1558.7329723023768
index:1160 	label:0.0 	priority:-1247.7440884448051
index:1161 	label:0.0 	priority:-57.44032200795535
index:1162 	label:0.0 	priority:-527.005913768522
index:1163 	label:0.0 	priority:-588.7969838614089
index:1164 	label:0.0 	priority:-701.4298375360695
index:1165 	label:0.0 	priority:-357.09654149743966
index:1166 	label:0.0 	priority:-57.440611874089605
index:1167 	label:0.0 	priority:-1376.9597553702556
index:1168 	label:0.0 	priority:-849.1604380586648
index:1169 	label:0.0 	priority:-909.2609005097198
index:1170 	label:0.0 	priority:-51.95776574341256
index:1171 	label:0.0 	priority:-51.95776574341256
index:1172 	label:0.0 	priority:-785.5593221883048
index:1173 	label:0.0 	priority:-668.8541569556181
index:1174 	label:0.0 	priority:-784.8490424157312
index:1175 	label:0.0 	priority:-907.4169172598407
index:1176 	label:0.0 	priority:-447.1235650835495
index:1177 	label:0.0 	priority:-57.44032200795535
index:1178 	label:0.0 	priority:-733.3126180164251
index:1179 	label:0.0 	priority:-757.3134426122832
index:1180 	label:0.0 	priority:-842.7874964785562
index:1181 	label:0.0 	priority:-895.0610220557734
index:1182 	label:0.0 	priority:-239.29266495795645
index:1183 	label:0.0 	priority:-1460.2201635531214
index:1184 	label:0.0 	priority:-311.74659446047536
index:1185 	label:0.0 	priority:-343.2080335967244
index:1186 	label:0.0 	priority:-680.9335109289061
index:1187 	label:0.0 	priority:-1325.0019896268432
index:1188 	label:0.0 	priority:-567.1846750941747
index:1189 	label:0.0 	priority:-395.16579934013697
index:1190 	label:0.0 	priority:-57.44032200795535
index:1191 	label:0.0 	priority:-577.017979442081
index:1192 	label:0.0 	priority:-1486.2788799518007
index:1193 	label:0.0 	priority:-71.33741381103255
index:1194 	label:0.0 	priority:-385.33249499223075
index:1195 	label:0.0 	priority:-824.1638268338074
index:1196 	label:0.0 	priority:-1610.7697012156123
index:1197 	label:0.0 	priority:-597.5143060492444
index:1198 	label:0.0 	priority:-525.0602136986685
index:1199 	label:0.0 	priority:-180.94440093663297
index:1200 	label:0.0 	priority:-169.76180513095292
index:1201 	label:0.0 	priority:-97.30771278037689
index:1202 	label:0.0 	priority:-257.772965091898
index:1203 	label:0.0 	priority:-284.3265027113579
index:1204 	label:0.0 	priority:-109.39808775136791
index:1205 	label:0.0 	priority:-57.44032200795535
index:1206 	label:0.0 	priority:-693.5766724511109
index:1207 	label:0.0 	priority:-745.5344381945234
index:1208 	label:0.0 	priority:-891.7515665281863
index:1209 	label:0.0 	priority:-1344.655220575374
index:1210 	label:0.0 	priority:-448.1229675100226
index:1211 	label:0.0 	priority:-672.7306078801746
index:1212 	label:0.0 	priority:-213.31361923819304
index:1213 	label:0.0 	priority:-57.44032200795535
index:1214 	label:0.0 	priority:-1476.6432222688213
index:1215 	label:0.0 	priority:-343.2080335967244
index:1216 	label:0.0 	priority:-1480.7963236872579
index:1217 	label:0.0 	priority:-122.68471015259388
index:1218 	label:0.0 	priority:-499.0813308269621
index:1219 	label:0.0 	priority:-427.4367410844868
index:1220 	label:0.0 	priority:-1558.7571238441121
index:1221 	label:0.0 	priority:-161.3558534947805
index:1222 	label:0.0 	priority:-852.9523866829438
index:1223 	label:0.0 	priority:-135.37697062307421
index:1224 	label:0.0 	priority:-205.4604541532343
index:1225 	label:0.0 	priority:-805.467069806768
index:1226 	label:0.0 	priority:-57.44032200795535
index:1227 	label:0.0 	priority:-1494.0897836175245
index:1228 	label:0.0 	priority:-607.0520658665963
index:1229 	label:0.0 	priority:-545.3722929095786
index:1230 	label:0.0 	priority:-784.6946592410251
index:1231 	label:0.0 	priority:-141.66902949571772
index:1232 	label:0.0 	priority:-57.44032200795535
index:1233 	label:0.0 	priority:-1413.062480404116
index:1234 	label:0.0 	priority:-665.3402858380339
index:1235 	label:0.0 	priority:-77.93664861511884
index:1236 	label:0.0 	priority:-743.2769344531528
index:1237 	label:0.0 	priority:-524.8759663024152
index:1238 	label:0.0 	priority:-499.0813308269621
index:1239 	label:0.0 	priority:-505.37338969960564
index:1240 	label:0.0 	priority:-1266.4364051769824
index:1241 	label:0.0 	priority:-91.37678383390072
index:1242 	label:0.0 	priority:-317.22915072501814
index:1243 	label:0.0 	priority:-123.28659565208316
index:1244 	label:0.0 	priority:-51.95776574341256
index:1245 	label:0.0 	priority:-330.36324502032795
index:1246 	label:0.0 	priority:-421.14468221184325
index:1247 	label:0.0 	priority:-421.09558326356773
index:1248 	label:0.0 	priority:-57.44032200795535
index:1249 	label:0.0 	priority:-187.33473636648677
index:1250 	label:0.0 	priority:-369.1869164684307
index:1251 	label:0.0 	priority:-843.1032563123608
index:1252 	label:0.0 	priority:-1480.6120762910048
index:1253 	label:0.0 	priority:-744.0864370612535
index:1254 	label:0.0 	priority:-401.45785821278054
index:1255 	label:0.0 	priority:-467.619891690713
index:1256 	label:0.0 	priority:-97.30771278037689
index:1257 	label:0.0 	priority:-602.9968623137872
index:1258 	label:0.0 	priority:-659.857729573491
index:1259 	label:0.0 	priority:-943.0151418239815
index:1260 	label:0.0 	priority:-424.88956930187845
index:1261 	label:0.0 	priority:-1312.8326514860291
index:1262 	label:0.0 	priority:-1414.8755689993675
index:1263 	label:0.0 	priority:-1221.007494970195
index:1264 	label:0.0 	priority:-900.5901133066478
index:1265 	label:0.0 	priority:-240.73238947341736
index:1266 	label:0.0 	priority:-213.31361923819304
index:1267 	label:0.0 	priority:-530.4936710149357
index:1268 	label:0.0 	priority:-321.73134032324856
index:1269 	label:0.0 	priority:-435.0331901125585
index:1270 	label:0.0 	priority:-717.2980515814464
index:1271 	label:0.0 	priority:-288.0173776086035
index:1272 	label:0.0 	priority:-1336.0565589861558
index:1273 	label:0.0 	priority:-265.2713849816056
index:1274 	label:0.0 	priority:-447.6759185164774
index:1275 	label:0.0 	priority:-1129.496957635713
index:1276 	label:0.0 	priority:-203.48031489028682
index:1277 	label:0.0 	priority:-1734.228383742499
index:1278 	label:0.0 	priority:-564.3749981167447
index:1279 	label:0.0 	priority:-519.5776574341256
index:1280 	label:0.0 	priority:-51.95776574341256
index:1281 	label:0.0 	priority:-161.3558534947805
index:1282 	label:0.0 	priority:-675.4509546643633
index:1283 	label:0.0 	priority:-587.4968656410528
index:1284 	label:0.0 	priority:-239.24340316162375
index:1285 	label:0.0 	priority:-1056.4168755505539
index:1286 	label:0.0 	priority:-810.9068884572604
index:1287 	label:0.0 	priority:-727.4087204077758
index:1288 	label:0.0 	priority:-117.80403938754037
index:1289 	label:0.0 	priority:-91.8251565158341
index:1290 	label:0.0 	priority:-204.01245301996448
index:1291 	label:0.0 	priority:-363.78332337371074
index:1292 	label:0.0 	priority:-1419.6163548954396
index:1293 	label:0.0 	priority:-291.25026785331187
index:1294 	label:0.0 	priority:-1511.3224692052356
index:1295 	label:0.0 	priority:-342.3440566891479
index:1296 	label:0.0 	priority:-187.33473636648677
index:1297 	label:0.0 	priority:-597.5143060492444
index:1298 	label:0.0 	priority:-57.44032200795535
index:1299 	label:0.0 	priority:-149.26547852378945
index:1300 	label:0.0 	priority:-291.25026785331187
index:1301 	label:0.0 	priority:-1454.8174408155517
index:1302 	label:0.0 	priority:-816.9371136317186
index:1303 	label:0.0 	priority:-51.95776574341256
index:1304 	label:0.0 	priority:-193.62679523913033
index:1305 	label:0.0 	priority:-57.44032200795535
index:1306 	label:0.0 	priority:-465.2244925955002
index:1307 	label:0.0 	priority:-161.3558534947805
index:1308 	label:0.0 	priority:-57.44032200795535
index:1309 	label:0.0 	priority:-213.31361923819304
index:1310 	label:0.0 	priority:-57.44032200795535
index:1311 	label:0.0 	priority:-415.97674512865234
index:1312 	label:0.0 	priority:-509.4671540875389
index:1313 	label:0.0 	priority:-337.72547733218164
index:1314 	label:0.0 	priority:-439.963140022756
index:1315 	label:0.0 	priority:-51.95776574341256
index:1316 	label:0.0 	priority:-57.44032200795535
index:1317 	label:0.0 	priority:-630.4156268087509
index:1318 	label:0.0 	priority:-51.95776574341256
index:1319 	label:0.0 	priority:-52.00428060907615
index:1320 	label:0.0 	priority:-343.2519845499131
index:1321 	label:0.0 	priority:-804.1877843544987
index:1322 	label:0.0 	priority:-772.1567819452509
index:1323 	label:0.0 	priority:-687.1562560076685
index:1324 	label:0.0 	priority:-51.95776574341256
index:1325 	label:0.0 	priority:-57.44032200795535
index:1326 	label:0.0 	priority:-307.3958463771119
index:1327 	label:0.0 	priority:-51.95778134365187
index:1328 	label:0.0 	priority:-467.619891690713
index:1329 	label:0.0 	priority:-824.2979247277665
index:1330 	label:0.0 	priority:-1084.712879013827
index:1331 	label:0.0 	priority:-51.95776574341256
index:1332 	label:0.0 	priority:-922.1675040249539
index:1333 	label:0.0 	priority:-135.37697062307421
index:1334 	label:0.0 	priority:-317.22915072501814
index:1335 	label:0.0 	priority:-465.24928287029707
index:1336 	label:0.0 	priority:-57.44032200795535
index:1337 	label:0.0 	priority:-848.5858125769037
index:1338 	label:0.0 	priority:-305.1387757540271
index:1339 	label:0.0 	priority:-109.39808775136791
index:1340 	label:0.0 	priority:-1032.9169971458737
index:1341 	label:0.0 	priority:-1546.5989652062708
index:1342 	label:0.0 	priority:-103.91553148682512
index:1343 	label:0.0 	priority:-239.29250210989932
index:1344 	label:0.0 	priority:-862.7856910308501
index:1345 	label:0.0 	priority:-1402.859675072139
index:1346 	label:0.0 	priority:-515.4495011480415
index:1347 	label:0.0 	priority:-1444.7067719892223
index:1348 	label:0.0 	priority:-337.72547733218164
index:1349 	label:0.0 	priority:-551.0390965703747
index:1350 	label:0.0 	priority:-409.0543072408522
index:1351 	label:0.0 	priority:-1283.1831589190524
index:1352 	label:0.0 	priority:-642.1946312265106
index:1353 	label:0.0 	priority:-71.3288299086706
index:1354 	label:0.0 	priority:-161.3558534947805
index:1355 	label:0.0 	priority:-169.76180513095292
index:1356 	label:0.0 	priority:-51.95776574341256
index:1357 	label:0.0 	priority:-57.44032200795535
index:1358 	label:0.0 	priority:-909.2609005097198
index:1359 	label:0.0 	priority:-57.44032200795535
index:1360 	label:0.0 	priority:-530.4259346547268
index:1361 	label:0.0 	priority:-317.22915072501814
index:1362 	label:0.0 	priority:-515.2269093507622
index:1363 	label:0.0 	priority:-251.93566363210408
index:1364 	label:0.0 	priority:-291.25026785331187
index:1365 	label:0.0 	priority:-953.8247146509416
index:1366 	label:0.0 	priority:-181.85218010194396
index:1367 	label:0.0 	priority:-51.95776574341256
index:1368 	label:0.0 	priority:-1077.6436057615806
index:1369 	label:0.0 	priority:-348.6414909129916
index:1370 	label:0.0 	priority:-399.1558041548265
index:1371 	label:0.0 	priority:-421.14468221184325
index:1372 	label:0.0 	priority:-444.1735015148822
index:1373 	label:0.0 	priority:-1460.2999970800945
index:1374 	label:0.0 	priority:-187.33473636648677
index:1375 	label:0.0 	priority:-51.95776574341256
index:1376 	label:0.0 	priority:-1148.5545217428748
index:1377 	label:0.0 	priority:-447.1235650835495
index:1378 	label:0.0 	priority:-51.95776574341256
index:1379 	label:0.0 	priority:-1421.6781328830518
index:1380 	label:0.0 	priority:-1614.0147760833108
index:1381 	label:0.0 	priority:-675.725943618868
index:1382 	label:0.0 	priority:-1017.7282610639292
index:1383 	label:0.0 	priority:-609.9193002015874
index:1384 	label:0.0 	priority:-942.4205394589466
index:1385 	label:0.0 	priority:-645.1213237092936
index:1386 	label:0.0 	priority:-495.81429264678707
index:1387 	label:0.0 	priority:-207.83106297365023
index:1388 	label:0.0 	priority:-709.2292911380621
index:1389 	label:0.0 	priority:-843.729246046944
index:1390 	label:0.0 	priority:-201.633861902303
index:1391 	label:0.0 	priority:-57.44032200795535
index:1392 	label:0.0 	priority:-57.44032200795535
index:1393 	label:0.0 	priority:-1112.4541292787376
index:1394 	label:0.0 	priority:-383.07542436914594
index:1395 	label:0.0 	priority:-233.8099458453565
index:1396 	label:0.0 	priority:-798.1849439621012
index:1397 	label:0.0 	priority:-519.5776574341256
index:1398 	label:0.0 	priority:-175.24436139549573
index:1399 	label:0.0 	priority:-809.8191725080501
index:1400 	label:0.0 	priority:-1394.5842754179337
index:1401 	label:0.0 	priority:-1234.658015697917
index:1402 	label:0.0 	priority:-1460.2201635531214
index:1403 	label:0.0 	priority:-161.3558534947805
index:1404 	label:0.0 	priority:-175.24436139549573
index:1405 	label:0.0 	priority:-395.16579934013697
index:1406 	label:0.0 	priority:-1226.4900512347378
index:1407 	label:0.0 	priority:-1339.4151363300084
index:1408 	label:0.0 	priority:-448.7571423889532
index:1409 	label:0.0 	priority:-1361.2875671095605
index:1410 	label:0.0 	priority:-716.3673243842878
index:1411 	label:0.0 	priority:-57.44032200795535
index:1412 	label:0.0 	priority:-447.1235650835495
index:1413 	label:0.0 	priority:-503.6686725094487
index:1414 	label:0.0 	priority:-1232.0912906098781
index:1415 	label:0.0 	priority:-992.6801053893814
index:1416 	label:0.0 	priority:-1495.9584871647041
index:1417 	label:0.0 	priority:-343.2080335967244
index:1418 	label:0.0 	priority:-1408.2931323884063
index:1419 	label:0.0 	priority:-207.85337668615452
index:1420 	label:0.0 	priority:-259.7888287170628
index:1421 	label:0.0 	priority:-51.95776574341256
index:1422 	label:0.0 	priority:-344.56988963775325
index:1423 	label:0.0 	priority:-651.7200423292073
index:1424 	label:0.0 	priority:-1078.5743329587392
index:1425 	label:0.0 	priority:-174.64247589600643
index:1426 	label:0.0 	priority:-213.31361923819304
index:1427 	label:0.0 	priority:-57.44032200795535
index:1428 	label:0.0 	priority:-1492.270109041124
index:1429 	label:0.0 	priority:-1466.6754084031345
index:1430 	label:0.0 	priority:-1258.7609929790879
index:1431 	label:0.0 	priority:-57.44032200795535
index:1432 	label:0.0 	priority:-558.9966755246138
index:1433 	label:0.0 	priority:-629.0547083553164
index:1434 	label:0.0 	priority:-1148.9926509735014
index:1435 	label:0.0 	priority:-707.0362026742163
index:1436 	label:0.0 	priority:-1355.2593833482324
index:1437 	label:0.0 	priority:-291.25026785331187
index:1438 	label:0.0 	priority:-343.2080335967244
index:1439 	label:0.0 	priority:-57.44032200795535
index:1440 	label:0.0 	priority:-979.9990717285153
index:1441 	label:0.0 	priority:-45.34994703696433
index:1442 	label:0.0 	priority:-51.95776574341256
index:1443 	label:0.0 	priority:-658.1798607772404
index:1444 	label:0.0 	priority:-57.44032200795535
index:1445 	label:0.0 	priority:-239.29250210989932
index:1446 	label:0.0 	priority:-1226.4900512347378
index:1447 	label:0.0 	priority:-525.0602136986685
index:1448 	label:0.0 	priority:-51.95776574341256
index:1449 	label:0.0 	priority:-57.44032200795535
index:1450 	label:0.0 	priority:-447.1235650835495
index:1451 	label:0.0 	priority:-109.39808775136791
index:1452 	label:0.0 	priority:-551.0390965703747
index:1453 	label:0.0 	priority:-213.31361923819304
index:1454 	label:0.0 	priority:-775.0947012376478
index:1455 	label:0.0 	priority:-736.1716441164956
index:1456 	label:0.0 	priority:-239.29250210989932
index:1457 	label:0.0 	priority:-311.74659446047536
index:1458 	label:0.0 	priority:-135.37697062307421
index:1459 	label:0.0 	priority:-672.4418473187782
index:1460 	label:0.0 	priority:-57.44032200795535
index:1461 	label:0.0 	priority:-389.6832430755942
index:1462 	label:0.0 	priority:-1142.2268803123652
index:1463 	label:0.0 	priority:-51.95776574341256
index:1464 	label:0.0 	priority:-764.9779710204152
index:1465 	label:0.0 	priority:-457.14436408230347
index:1466 	label:0.0 	priority:-1584.4738680010898
index:1467 	label:0.0 	priority:-1556.9147169148887
index:1468 	label:0.0 	priority:-503.9844323432534
index:1469 	label:0.0 	priority:-525.0602136986685
index:1470 	label:0.0 	priority:-109.39808775136791
index:1471 	label:0.0 	priority:-945.5201569358297
index:1472 	label:0.0 	priority:-135.37697062307421
index:1473 	label:0.0 	priority:-252.57912451112526
index:1474 	label:0.0 	priority:-57.44032200795535
index:1475 	label:0.0 	priority:-947.0020498039572
index:1476 	label:0.0 	priority:-83.41920487966163
index:1477 	label:0.0 	priority:-114.83154506763515
index:1478 	label:0.0 	priority:-221.53532347811225
index:1479 	label:0.0 	priority:-461.01207298426476
index:1480 	label:0.0 	priority:-353.59369137755857
index:1481 	label:0.0 	priority:-239.29250210989932
index:1482 	label:0.0 	priority:-36.894896452516306
index:1483 	label:0.0 	priority:-493.5987745624193
index:1484 	label:0.0 	priority:-862.8646542006729
index:1485 	label:0.0 	priority:-1331.2150855310056
index:1486 	label:0.0 	priority:-291.25026785331187
index:1487 	label:0.0 	priority:-512.9698387276774
index:1488 	label:0.0 	priority:-121.17709216912768
index:1489 	label:0.0 	priority:-201.223244267202
index:1490 	label:0.0 	priority:-640.8337127730762
index:1491 	label:0.0 	priority:-51.95776574341256
index:1492 	label:0.0 	priority:-1148.5534026196192
index:1493 	label:0.0 	priority:-135.37697062307421
index:1494 	label:0.0 	priority:-772.0218136941417
index:1495 	label:0.0 	priority:-571.5354231775382
index:1496 	label:0.0 	priority:-239.29250210989932
index:1497 	label:0.0 	priority:-602.9968623137872
index:1498 	label:0.0 	priority:-265.2713849816056
index:1499 	label:0.0 	priority:-155.87329723023768
index:1500 	label:0.0 	priority:-746.2271782186886
index:1501 	label:0.0 	priority:-411.3113778639371
index:1502 	label:0.0 	priority:-285.7677115887691
index:1503 	label:0.0 	priority:-1383.330777412722
index:1504 	label:0.0 	priority:-395.16579934013697
index:1505 	label:0.0 	priority:-253.18101001061456
index:1506 	label:0.0 	priority:-1324.9230264570203
index:1507 	label:0.0 	priority:-530.4936710149357
index:1508 	label:0.0 	priority:-794.3663340084153
index:1509 	label:0.0 	priority:-301.63592563414596
index:1510 	label:0.0 	priority:-307.3958463771119
index:1511 	label:0.0 	priority:-213.31397623415057
index:1512 	label:0.0 	priority:-1368.10998178218
index:1513 	label:0.0 	priority:-1512.257762823507
index:1514 	label:0.0 	priority:-57.44032200795535
index:1515 	label:0.0 	priority:-396.6868218900197
index:1516 	label:0.0 	priority:-992.6801053893814
index:1517 	label:0.0 	priority:-51.95776574341256
index:1518 	label:0.0 	priority:-997.5832069056727
index:1519 	label:0.0 	priority:-362.14325399157275
index:1520 	label:0.0 	priority:-1087.2944706579779
index:1521 	label:0.0 	priority:-57.44032200795535
index:1522 	label:0.0 	priority:-57.44032200795535
index:1523 	label:0.0 	priority:-376.96024802641654
index:1524 	label:0.0 	priority:-103.73128409057189
index:1525 	label:0.0 	priority:-687.176470853274
index:1526 	label:0.0 	priority:-753.1496161064887
index:1527 	label:0.0 	priority:-343.2080335967244
index:1528 	label:0.0 	priority:-483.4881057360899
index:1529 	label:0.0 	priority:-57.44032200795535
index:1530 	label:0.0 	priority:-563.6276035962352
index:1531 	label:0.0 	priority:-1439.2242157246794
index:1532 	label:0.0 	priority:-51.95776574341256
index:1533 	label:0.0 	priority:-181.85218010194396
index:1534 	label:0.0 	priority:-1131.427769270484
index:1535 	label:0.0 	priority:-239.29250210989932
index:1536 	label:0.0 	priority:-940.7522038675161
index:1537 	label:0.0 	priority:-1110.4951657746249
index:1538 	label:0.0 	priority:-251.0715065276591
index:1539 	label:0.0 	priority:-57.44032200795535
index:1540 	label:0.0 	priority:-467.4356445935405
index:1541 	label:0.0 	priority:-1713.675542335456
index:1542 	label:0.0 	priority:-259.7888287170628
index:1543 	label:0.0 	priority:-636.7798113221767
index:1544 	label:0.0 	priority:-330.33152572999086
index:1545 	label:0.0 	priority:-457.21187038908516
index:1546 	label:0.0 	priority:-369.1869164684307
index:1547 	label:0.0 	priority:-57.90924849269979
index:1548 	label:0.0 	priority:-489.784553889307
index:1549 	label:0.0 	priority:-229.4591977619931
index:1550 	label:0.0 	priority:-135.37697062307421
index:1551 	label:0.0 	priority:-1239.9301864535198
index:1552 	label:0.0 	priority:-1291.0363240040112
index:1553 	label:0.0 	priority:-57.44032200795535
index:1554 	label:0.0 	priority:-121.17709216912768
index:1555 	label:0.0 	priority:-538.3961152450383
index:1556 	label:0.0 	priority:-57.44032200795535
index:1557 	label:0.0 	priority:-180.75467838094562
index:1558 	label:0.0 	priority:-732.5734559723523
index:1559 	label:0.0 	priority:-291.25026785331187
index:1560 	label:0.0 	priority:-317.22915072501814
index:1561 	label:0.0 	priority:-1539.046148303314
index:1562 	label:0.0 	priority:-1244.6278648147231
index:1563 	label:0.0 	priority:-338.21297695726696
index:1564 	label:0.0 	priority:-1420.9853928588866
index:1565 	label:0.0 	priority:-1245.2609462283997
index:1566 	label:0.0 	priority:-570.6670569893882
index:1567 	label:0.0 	priority:-57.44032200795535
index:1568 	label:0.0 	priority:-1043.0221104241348
index:1569 	label:0.0 	priority:-213.31361923819304
index:1570 	label:0.0 	priority:-1584.7908183439058
index:1571 	label:0.0 	priority:-1283.3509184944419
index:1572 	label:0.0 	priority:-218.21672274599226
index:1573 	label:0.0 	priority:-784.8490424157312
index:1574 	label:0.0 	priority:-836.8068081591438
index:1575 	label:0.0 	priority:-1335.1244368416012
index:1576 	label:0.0 	priority:-57.44032200795535
